partitioning,price,rooms_count,useful_surface,built_surface,bathrooms_count,price_range
semidecomandat,82900,2.0,51.0,55.0,1.0,mediu
decomandat,59900,2.0,63.0,76.0,2.0,mic
decomandat,51850,2.0,58.0,72.0,1.0,mic
decomandat,116685,3.0,72.0,89.0,2.0,mediu
decomandat,54500,2.0,55.0,65.0,1.0,mic
decomandat,161000,3.0,70.0,85.0,1.0,mare
decomandat,144000,3.0,77.0,91.0,2.0,mare
semidecomandat,105000,3.0,97.0,110.0,2.0,mediu
decomandat,135000,3.0,79.0,91.0,2.0,mediu
decomandat,59900,2.0,56.0,69.0,1.0,mic
decomandat,118000,3.0,80.0,80.0,2.0,mediu
decomandat,120000,3.0,70.0,82.0,1.0,mediu
semidecomandat,72000,1.0,44.0,,1.0,mediu
decomandat,125000,3.0,72.0,90.0,1.0,mediu
decomandat,77000,2.0,52.0,65.0,1.0,mediu
semidecomandat,167000,3.0,104.0,120.0,2.0,mare
,48500,1.0,28.0,31.0,1.0,mic
semidecomandat,108000,4.0,85.0,88.0,2.0,mediu
semidecomandat,67800,2.0,58.0,64.0,1.0,mediu
semidecomandat,96000,4.0,98.0,107.0,2.0,mediu
decomandat,285000,2.0,70.0,82.0,1.0,mare
decomandat,75500,2.0,54.0,60.0,1.0,mediu
decomandat,102000,2.0,58.0,58.0,1.0,mediu
semidecomandat,82500,2.0,58.0,65.0,1.0,mediu
semidecomandat,67500,3.0,71.0,,2.0,mediu
decomandat,98000,2.0,62.0,65.0,1.0,mediu
decomandat,73900,3.0,68.0,79.0,2.0,mediu
decomandat,45500,2.0,37.0,45.0,1.0,mic
decomandat,71500,2.0,59.0,65.0,1.0,mediu
decomandat,68000,2.0,68.0,78.0,1.0,mediu
decomandat,63500,3.0,70.0,82.0,2.0,mic
decomandat,97000,4.0,87.0,95.0,2.0,mediu
decomandat,56200,2.0,57.0,68.0,1.0,mic
decomandat,57000,2.0,51.0,71.0,1.0,mic
decomandat,129900,2.0,73.0,90.0,1.0,mediu
decomandat,93000,2.0,65.0,70.0,2.0,mediu
semidecomandat,99000,3.0,66.0,70.0,1.0,mediu
,230000,3.0,140.0,150.0,1.0,mare
decomandat,164000,3.0,75.0,96.0,1.0,mare
decomandat,390001,3.0,95.0,111.0,3.0,mare
decomandat,59999,3.0,55.0,58.0,1.0,mic
decomandat,81330,2.0,74.0,89.0,1.0,mediu
decomandat,185000,3.0,78.0,120.0,2.0,mare
decomandat,129300,2.0,51.0,72.0,1.0,mediu
nedecomandat,33500,2.0,37.0,40.0,1.0,mic
decomandat,145000,3.0,81.0,,2.0,mare
decomandat,68985,2.0,61.0,72.0,1.0,mediu
nedecomandat,51000,1.0,32.0,35.0,1.0,mic
decomandat,345000,12.0,345.0,385.0,4.0,mare
decomandat,73500,2.0,,68.0,1.0,mediu
decomandat,220000,3.0,123.0,150.0,2.0,mare
decomandat,113000,3.0,69.0,75.0,1.0,mediu
decomandat,60500,2.0,49.0,58.0,1.0,mic
semidecomandat,37222,2.0,55.0,63.0,1.0,mic
decomandat,225000,4.0,115.0,135.0,2.0,mare
decomandat,46500,1.0,36.0,37.0,1.0,mic
semidecomandat,91000,2.0,50.0,61.0,1.0,mediu
decomandat,46920,1.0,43.0,47.0,1.0,mic
decomandat,82743,2.0,57.0,64.0,1.0,mediu
decomandat,221000,3.0,172.0,222.0,2.0,mare
semidecomandat,95000,4.0,90.0,100.0,2.0,mediu
semidecomandat,78500,2.0,56.0,72.0,1.0,mediu
decomandat,75900,2.0,60.0,65.0,1.0,mediu
decomandat,57143,2.0,59.0,70.0,1.0,mic
decomandat,320000,4.0,153.0,268.0,2.0,mare
decomandat,68100,2.0,51.0,61.0,1.0,mediu
decomandat,149000,2.0,66.0,86.0,1.0,mare
decomandat,71000,3.0,65.0,70.0,1.0,mediu
decomandat,81500,3.0,71.0,76.0,2.0,mediu
,55650,2.0,53.0,58.0,1.0,mic
decomandat,79520,3.0,80.0,99.0,2.0,mediu
decomandat,127500,3.0,85.0,,2.0,mediu
semidecomandat,105000,2.0,43.0,71.0,1.0,mediu
semidecomandat,45000,2.0,44.0,56.0,1.0,mic
decomandat,128000,2.0,55.0,62.0,1.0,mediu
decomandat,66500,2.0,56.0,66.0,1.0,mediu
decomandat,61900,3.0,70.0,77.0,2.0,mic
decomandat,84000,3.0,71.0,90.0,2.0,mediu
semidecomandat,49000,2.0,47.0,47.0,1.0,mic
decomandat,68000,2.0,59.0,69.0,1.0,mediu
decomandat,68600,2.0,42.0,68.0,1.0,mediu
decomandat,67900,3.0,62.0,71.0,1.0,mediu
decomandat,230000,3.0,127.0,140.0,1.0,mare
semidecomandat,178500,2.0,65.0,74.0,1.0,mare
decomandat,70000,2.0,52.0,59.0,1.0,mediu
decomandat,135000,3.0,75.0,,2.0,mediu
decomandat,129000,3.0,85.0,102.0,2.0,mediu
decomandat,128000,4.0,91.0,100.0,2.0,mediu
decomandat,95586,2.0,66.0,74.0,1.0,mediu
decomandat,272090,4.0,135.0,160.0,2.0,mare
decomandat,195000,3.0,123.0,123.0,2.0,mare
semidecomandat,48000,2.0,50.0,50.0,1.0,mic
semidecomandat,88500,3.0,66.0,66.0,1.0,mediu
semidecomandat,112000,2.0,54.0,54.0,1.0,mediu
semidecomandat,75000,3.0,60.0,66.0,2.0,mediu
decomandat,85000,3.0,70.0,70.0,1.0,mediu
semidecomandat,42500,1.0,33.0,34.0,1.0,mic
decomandat,740000,5.0,185.0,195.0,4.0,mare
decomandat,64500,2.0,60.0,63.0,1.0,mic
semidecomandat,66900,3.0,69.0,88.0,1.0,mediu
decomandat,39500,1.0,33.0,33.0,1.0,mic
decomandat,76000,3.0,86.0,100.0,2.0,mediu
semidecomandat,40000,2.0,40.0,46.0,1.0,mic
semidecomandat,285000,4.0,127.0,188.0,3.0,mare
semidecomandat,84800,2.0,48.0,57.0,1.0,mediu
decomandat,58140,2.0,51.0,56.0,1.0,mic
semidecomandat,145000,3.0,100.0,,1.0,mare
decomandat,40000,2.0,36.0,38.0,1.0,mic
decomandat,85000,3.0,76.0,79.0,2.0,mediu
decomandat,58767,2.0,61.0,67.0,1.0,mic
semidecomandat,99000,3.0,61.0,75.0,2.0,mediu
decomandat,54999,1.0,28.0,32.0,1.0,mic
decomandat,85700,2.0,60.0,60.0,1.0,mediu
decomandat,34500,1.0,30.0,36.0,1.0,mic
semidecomandat,19000,1.0,15.0,20.0,1.0,mic
decomandat,184000,2.0,87.0,115.0,1.0,mare
semidecomandat,96900,3.0,85.0,100.0,3.0,mediu
decomandat,45000,2.0,64.0,,1.0,mic
,51829,2.0,43.0,,1.0,mic
decomandat,62500,2.0,57.0,68.0,1.0,mic
semidecomandat,53500,2.0,54.0,68.0,1.0,mic
decomandat,65900,3.0,76.0,,2.0,mediu
decomandat,170000,3.0,106.0,111.0,2.0,mare
decomandat,99000,3.0,75.0,90.0,2.0,mediu
decomandat,76000,3.0,85.0,95.0,2.0,mediu
,165000,3.0,71.0,84.0,2.0,mare
decomandat,69900,2.0,70.0,80.0,1.0,mediu
decomandat,65000,2.0,59.0,70.0,1.0,mic
semidecomandat,99000,3.0,63.0,76.0,1.0,mediu
semidecomandat,309000,4.0,120.0,170.0,2.0,mare
semidecomandat,67000,2.0,46.0,57.0,1.0,mediu
semidecomandat,109998,4.0,112.0,150.0,3.0,mediu
decomandat,117000,3.0,227.0,227.0,2.0,mediu
decomandat,95000,2.0,58.0,61.0,1.0,mediu
decomandat,156000,3.0,89.0,106.0,2.0,mare
decomandat,87257,2.0,61.0,68.0,1.0,mediu
decomandat,123000,2.0,55.0,65.0,1.0,mediu
decomandat,179900,3.0,140.0,160.0,2.0,mare
decomandat,54600,2.0,40.0,,1.0,mic
semidecomandat,110000,3.0,85.0,97.0,2.0,mediu
decomandat,154000,3.0,120.0,138.0,1.0,mare
decomandat,54968,2.0,52.0,57.0,1.0,mic
semidecomandat,327999,3.0,132.0,180.0,3.0,mare
semidecomandat,99700,2.0,77.0,85.0,1.0,mediu
decomandat,140000,3.0,73.0,,1.0,mediu
decomandat,60000,1.0,41.0,,1.0,mic
semidecomandat,59500,2.0,46.0,50.0,1.0,mic
decomandat,67500,2.0,60.0,72.0,1.0,mediu
decomandat,672000,4.0,155.0,185.0,3.0,mare
decomandat,104000,3.0,72.0,,2.0,mediu
decomandat,135000,3.0,75.0,85.0,2.0,mediu
decomandat,67400,2.0,45.0,56.0,1.0,mediu
decomandat,138000,3.0,91.0,114.0,1.0,mediu
decomandat,135500,4.0,110.0,125.0,2.0,mediu
decomandat,70999,3.0,65.0,,1.0,mediu
decomandat,52000,2.0,50.0,60.0,1.0,mic
decomandat,94000,2.0,56.0,79.0,1.0,mediu
semidecomandat,42000,1.0,32.0,40.0,1.0,mic
decomandat,107000,3.0,80.0,90.0,2.0,mediu
decomandat,55000,3.0,68.0,72.0,1.0,mic
semidecomandat,90000,3.0,70.0,,2.0,mediu
decomandat,82500,2.0,74.0,80.0,1.0,mediu
decomandat,73000,2.0,59.0,83.0,1.0,mediu
decomandat,42000,2.0,39.0,39.0,1.0,mic
semidecomandat,34500,2.0,36.0,45.0,1.0,mic
decomandat,162000,3.0,62.0,74.0,1.0,mare
decomandat,42900,1.0,58.0,66.0,1.0,mic
semidecomandat,75000,2.0,54.0,59.0,1.0,mediu
decomandat,67000,2.0,51.0,54.0,1.0,mediu
decomandat,166000,2.0,68.0,73.0,1.0,mare
decomandat,133000,3.0,104.0,116.0,2.0,mediu
decomandat,88000,1.0,45.0,48.0,1.0,mediu
decomandat,49900,2.0,54.0,65.0,1.0,mic
decomandat,87000,2.0,47.0,63.0,1.0,mediu
decomandat,139000,3.0,78.0,84.0,2.0,mediu
decomandat,130000,4.0,82.0,,1.0,mediu
decomandat,105000,4.0,80.0,90.0,2.0,mediu
decomandat,53450,2.0,49.0,54.0,1.0,mic
decomandat,89500,2.0,77.0,,1.0,mediu
decomandat,103000,2.0,57.0,67.0,1.0,mediu
decomandat,195000,6.0,300.0,350.0,1.0,mare
decomandat,89500,2.0,52.0,99.0,1.0,mediu
decomandat,165000,3.0,86.0,86.0,2.0,mare
semidecomandat,68570,2.0,62.0,75.0,1.0,mediu
semidecomandat,49000,3.0,50.0,,1.0,mic
decomandat,319000,3.0,93.0,230.0,2.0,mare
decomandat,77000,2.0,50.0,60.0,1.0,mediu
decomandat,83000,4.0,82.0,90.0,2.0,mediu
decomandat,133000,3.0,75.0,,1.0,mediu
decomandat,163300,3.0,85.0,104.0,2.0,mare
semidecomandat,149000,3.0,72.0,95.0,2.0,mare
decomandat,86060,2.0,66.0,66.0,1.0,mediu
decomandat,120000,3.0,85.0,105.0,2.0,mediu
decomandat,158000,4.0,78.0,109.0,2.0,mare
decomandat,74500,3.0,71.0,85.0,2.0,mediu
decomandat,147000,4.0,85.0,100.0,2.0,mare
decomandat,250000,2.0,48.0,60.0,1.0,mare
decomandat,60795,2.0,57.0,62.0,1.0,mic
decomandat,56999,1.0,40.0,44.0,1.0,mic
decomandat,178990,3.0,128.0,,2.0,mare
decomandat,62000,3.0,70.0,,1.0,mic
semidecomandat,93000,2.0,58.0,,1.0,mediu
decomandat,94440,2.0,68.0,78.0,1.0,mediu
semidecomandat,81500,3.0,71.0,77.0,2.0,mediu
semidecomandat,75500,3.0,72.0,76.0,1.0,mediu
decomandat,90000,2.0,53.0,87.0,1.0,mediu
decomandat,298000,3.0,103.0,119.0,2.0,mare
decomandat,60000,2.0,,,1.0,mic
semidecomandat,66000,4.0,62.0,66.0,2.0,mediu
semidecomandat,110000,3.0,67.0,,2.0,mediu
decomandat,59520,2.0,47.0,54.0,1.0,mic
semidecomandat,67000,2.0,52.0,52.0,1.0,mediu
semidecomandat,76000,3.0,65.0,67.0,1.0,mediu
semidecomandat,74000,2.0,37.0,46.0,1.0,mediu
decomandat,83900,3.0,78.0,86.0,1.0,mediu
decomandat,95000,3.0,80.0,92.0,2.0,mediu
decomandat,690000,4.0,165.0,273.0,3.0,mare
decomandat,62000,2.0,48.0,60.0,1.0,mic
decomandat,57400,2.0,60.0,70.0,1.0,mic
decomandat,75999,2.0,59.0,64.0,1.0,mediu
decomandat,73900,3.0,76.0,91.0,2.0,mediu
,125000,2.0,63.0,68.0,1.0,mediu
decomandat,60760,2.0,64.0,79.0,1.0,mic
decomandat,97000,2.0,51.0,59.0,1.0,mediu
decomandat,45000,1.0,33.0,43.0,1.0,mic
decomandat,45000,2.0,57.0,65.0,1.0,mic
decomandat,379000,3.0,123.0,153.0,2.0,mare
decomandat,185000,3.0,84.0,95.0,2.0,mare
semidecomandat,190000,3.0,93.0,100.0,2.0,mare
decomandat,281500,3.0,116.0,140.0,3.0,mare
decomandat,64990,2.0,54.0,60.0,1.0,mic
decomandat,62000,2.0,62.0,78.0,1.0,mic
decomandat,52000,2.0,54.0,70.0,1.0,mic
decomandat,450000,4.0,129.0,167.0,4.0,mare
decomandat,150000,3.0,103.0,,1.0,mare
semidecomandat,162000,3.0,73.0,88.0,2.0,mare
decomandat,104000,2.0,65.0,79.0,1.0,mediu
semidecomandat,89000,3.0,60.0,63.0,1.0,mediu
semidecomandat,450000,5.0,159.0,232.0,2.0,mare
semidecomandat,179000,3.0,93.0,130.0,2.0,mare
semidecomandat,141000,2.0,60.0,72.0,1.0,mediu
decomandat,99500,2.0,66.0,75.0,1.0,mediu
,290000,4.0,165.0,200.0,3.0,mare
decomandat,121874,2.0,47.0,66.0,1.0,mediu
semidecomandat,129000,2.0,50.0,68.0,1.0,mediu
decomandat,209000,3.0,62.0,86.0,1.0,mare
semidecomandat,85000,2.0,45.0,47.0,1.0,mediu
semidecomandat,36500,2.0,42.0,50.0,1.0,mic
decomandat,145000,3.0,88.0,97.0,2.0,mare
decomandat,162425,3.0,91.0,108.0,2.0,mare
,85000,3.0,84.0,95.0,2.0,mediu
decomandat,71400,3.0,69.0,77.0,2.0,mediu
semidecomandat,197200,3.0,92.0,140.0,2.0,mare
decomandat,48110,2.0,34.0,48.0,1.0,mic
decomandat,50000,2.0,51.0,78.0,1.0,mic
decomandat,120000,2.0,68.0,,1.0,mediu
decomandat,91500,2.0,58.0,63.0,1.0,mediu
decomandat,77000,3.0,82.0,97.0,1.0,mediu
semidecomandat,72000,3.0,63.0,63.0,1.0,mediu
decomandat,69800,3.0,71.0,,1.0,mediu
circular,65000,3.0,59.0,65.0,1.0,mic
decomandat,47500,1.0,38.0,38.0,1.0,mic
decomandat,79605,2.0,59.0,72.0,1.0,mediu
semidecomandat,70000,3.0,70.0,,2.0,mediu
,63000,3.0,59.0,67.0,1.0,mic
decomandat,74900,2.0,54.0,70.0,1.0,mediu
decomandat,74500,2.0,75.0,96.0,2.0,mediu
decomandat,56040,2.0,52.0,62.0,1.0,mic
decomandat,850000,4.0,175.0,214.0,3.0,mare
semidecomandat,57000,3.0,60.0,64.0,1.0,mic
decomandat,47619,2.0,57.0,64.0,1.0,mic
semidecomandat,74900,2.0,68.0,68.0,1.0,mediu
decomandat,370000,3.0,115.0,165.0,2.0,mare
decomandat,67500,3.0,65.0,73.0,1.0,mediu
decomandat,483000,4.0,174.0,225.0,2.0,mare
decomandat,49000,2.0,52.0,55.0,1.0,mic
decomandat,365000,4.0,150.0,180.0,2.0,mare
,85000,2.0,61.0,74.0,1.0,mediu
decomandat,56500,2.0,48.0,64.0,1.0,mic
semidecomandat,75000,2.0,50.0,52.0,1.0,mediu
semidecomandat,132500,4.0,85.0,95.0,2.0,mediu
decomandat,210000,3.0,149.0,171.0,3.0,mare
decomandat,125000,3.0,70.0,85.0,2.0,mediu
decomandat,257810,4.0,127.0,151.0,2.0,mare
decomandat,80000,2.0,59.0,66.0,1.0,mediu
semidecomandat,150000,3.0,79.0,84.0,2.0,mare
decomandat,50000,1.0,36.0,44.0,1.0,mic
semidecomandat,227200,4.0,108.0,128.0,3.0,mare
decomandat,37900,1.0,37.0,48.0,1.0,mic
decomandat,56000,2.0,53.0,64.0,1.0,mic
decomandat,138600,2.0,59.0,67.0,1.0,mediu
semidecomandat,63000,2.0,50.0,55.0,1.0,mic
decomandat,330000,3.0,180.0,250.0,3.0,mare
decomandat,105000,2.0,54.0,65.0,1.0,mediu
semidecomandat,62000,2.0,45.0,52.0,1.0,mic
semidecomandat,83500,3.0,66.0,79.0,2.0,mediu
decomandat,99000,2.0,48.0,53.0,2.0,mediu
decomandat,129900,2.0,55.0,70.0,1.0,mediu
,77000,2.0,44.0,52.0,1.0,mediu
semidecomandat,88000,3.0,68.0,73.0,1.0,mediu
semidecomandat,135000,3.0,66.0,90.0,2.0,mediu
decomandat,58199,2.0,61.0,66.0,1.0,mic
decomandat,799000,5.0,247.0,421.0,3.0,mare
,180000,3.0,96.0,,1.0,mare
decomandat,85000,3.0,66.0,69.0,1.0,mediu
decomandat,129000,3.0,100.0,116.0,2.0,mediu
decomandat,49000,2.0,53.0,61.0,1.0,mic
decomandat,65000,2.0,54.0,64.0,1.0,mic
decomandat,85000,2.0,40.0,47.0,1.0,mediu
nedecomandat,40400,2.0,39.0,47.0,1.0,mic
decomandat,42900,2.0,54.0,,1.0,mic
,106000,2.0,59.0,65.0,1.0,mediu
semidecomandat,36540,2.0,42.0,50.0,1.0,mic
decomandat,89800,3.0,76.0,,1.0,mediu
decomandat,129900,3.0,69.0,76.0,1.0,mediu
decomandat,41500,1.0,32.0,38.0,1.0,mic
decomandat,85000,2.0,69.0,80.0,1.0,mediu
decomandat,53000,2.0,65.0,66.0,1.0,mic
semidecomandat,128000,3.0,70.0,90.0,2.0,mediu
semidecomandat,158000,3.0,86.0,100.0,2.0,mare
decomandat,91000,3.0,81.0,95.0,1.0,mediu
decomandat,99000,3.0,66.0,98.0,2.0,mediu
decomandat,55500,2.0,54.0,64.0,1.0,mic
semidecomandat,148000,3.0,69.0,83.0,2.0,mare
semidecomandat,145000,3.0,93.0,114.0,1.0,mare
decomandat,228000,4.0,120.0,154.0,3.0,mare
semidecomandat,88000,2.0,55.0,65.0,1.0,mediu
decomandat,75000,3.0,64.0,75.0,2.0,mediu
decomandat,40404,2.0,39.0,45.0,1.0,mic
semidecomandat,75000,2.0,55.0,60.0,1.0,mediu
decomandat,189938,5.0,123.0,152.0,2.0,mare
decomandat,140000,3.0,75.0,80.0,1.0,mediu
decomandat,53000,1.0,30.0,31.0,1.0,mic
decomandat,249000,3.0,87.0,100.0,2.0,mare
decomandat,300400,5.0,185.0,200.0,3.0,mare
semidecomandat,68000,2.0,45.0,50.0,1.0,mediu
decomandat,58767,2.0,61.0,67.0,1.0,mic
decomandat,200000,3.0,90.0,100.0,2.0,mare
semidecomandat,118000,4.0,80.0,96.0,2.0,mediu
semidecomandat,118000,4.0,123.0,135.0,2.0,mediu
decomandat,48300,1.0,43.0,47.0,1.0,mic
decomandat,590000,6.0,212.0,268.0,5.0,mare
,125000,2.0,,,1.0,mediu
decomandat,69000,3.0,68.0,68.0,1.0,mediu
decomandat,235000,4.0,95.0,115.0,2.0,mare
semidecomandat,119700,3.0,105.0,155.0,2.0,mediu
semidecomandat,110000,3.0,70.0,77.0,1.0,mediu
semidecomandat,72000,3.0,69.0,69.0,1.0,mediu
decomandat,70000,2.0,53.0,,1.0,mediu
decomandat,48857,2.0,57.0,69.0,1.0,mic
semidecomandat,42000,1.0,30.0,33.0,1.0,mic
decomandat,75500,3.0,70.0,75.0,1.0,mediu
decomandat,67000,2.0,49.0,55.0,1.0,mediu
decomandat,33000,1.0,32.0,45.0,1.0,mic
decomandat,225575,4.0,107.0,140.0,2.0,mare
decomandat,114298,2.0,56.0,72.0,1.0,mediu
decomandat,538000,4.0,123.0,152.0,3.0,mare
decomandat,73000,2.0,55.0,55.0,1.0,mediu
decomandat,145000,3.0,84.0,103.0,2.0,mare
semidecomandat,38000,1.0,43.0,43.0,1.0,mic
decomandat,126000,2.0,61.0,64.0,1.0,mediu
semidecomandat,131000,2.0,54.0,60.0,1.0,mediu
decomandat,64762,2.0,50.0,65.0,1.0,mic
semidecomandat,66000,3.0,67.0,72.0,1.0,mediu
decomandat,62000,2.0,65.0,77.0,1.0,mic
semidecomandat,87000,2.0,36.0,41.0,1.0,mediu
decomandat,75000,2.0,56.0,65.0,1.0,mediu
semidecomandat,67000,2.0,52.0,52.0,1.0,mediu
decomandat,60000,3.0,63.0,71.0,1.0,mic
decomandat,89000,1.0,42.0,50.0,1.0,mediu
semidecomandat,60000,1.0,30.0,35.0,1.0,mic
decomandat,78000,2.0,75.0,90.0,1.0,mediu
decomandat,61900,2.0,56.0,58.0,1.0,mic
decomandat,47970,2.0,53.0,59.0,1.0,mic
semidecomandat,70000,2.0,54.0,54.0,1.0,mediu
semidecomandat,135000,2.0,46.0,55.0,1.0,mediu
decomandat,189794,3.0,116.0,136.0,2.0,mare
semidecomandat,83900,4.0,78.0,85.0,2.0,mediu
decomandat,145000,3.0,78.0,149.0,2.0,mare
decomandat,62000,2.0,51.0,56.0,1.0,mic
decomandat,350000,4.0,153.0,170.0,2.0,mare
decomandat,62000,2.0,56.0,60.0,1.0,mic
decomandat,85050,3.0,73.0,88.0,2.0,mediu
decomandat,280000,3.0,97.0,100.0,1.0,mare
semidecomandat,46000,1.0,40.0,47.0,1.0,mic
decomandat,70000,2.0,49.0,50.0,1.0,mediu
semidecomandat,140000,2.0,81.0,90.0,2.0,mediu
decomandat,77000,3.0,80.0,112.0,2.0,mediu
decomandat,188000,3.0,80.0,80.0,1.0,mare
decomandat,226000,4.0,116.0,,1.0,mare
decomandat,120000,3.0,63.0,70.0,2.0,mediu
decomandat,115000,2.0,57.0,68.0,1.0,mediu
semidecomandat,89000,3.0,61.0,66.0,1.0,mediu
semidecomandat,325000,3.0,186.0,223.0,3.0,mare
decomandat,60999,2.0,60.0,71.0,1.0,mic
decomandat,54500,2.0,51.0,,1.0,mic
semidecomandat,178000,3.0,76.0,100.0,2.0,mare
decomandat,69000,2.0,47.0,111.0,1.0,mediu
decomandat,152000,2.0,61.0,80.0,1.0,mare
decomandat,142600,3.0,82.0,102.0,2.0,mare
decomandat,57500,2.0,54.0,64.0,1.0,mic
decomandat,78500,2.0,52.0,52.0,1.0,mediu
decomandat,166000,4.0,97.0,115.0,2.0,mare
decomandat,247000,4.0,200.0,320.0,4.0,mare
decomandat,263287,3.0,102.0,123.0,2.0,mare
decomandat,85000,3.0,65.0,80.0,2.0,mediu
decomandat,147000,4.0,92.0,100.0,2.0,mare
decomandat,120000,3.0,78.0,82.0,2.0,mediu
decomandat,172000,3.0,85.0,98.0,2.0,mare
,106128,1.0,43.0,61.0,1.0,mediu
decomandat,25000,1.0,30.0,35.0,1.0,mic
decomandat,349000,3.0,200.0,,2.0,mare
decomandat,240000,5.0,125.0,150.0,2.0,mare
decomandat,58328,2.0,55.0,59.0,1.0,mic
decomandat,32900,1.0,39.0,49.0,1.0,mic
semidecomandat,43000,1.0,33.0,36.0,1.0,mic
decomandat,148000,4.0,80.0,,2.0,mare
decomandat,47000,3.0,63.0,79.0,1.0,mic
decomandat,52900,2.0,48.0,54.0,1.0,mic
decomandat,65750,2.0,57.0,69.0,1.0,mediu
decomandat,141000,2.0,60.0,70.0,1.0,mediu
decomandat,134900,6.0,182.0,196.0,4.0,mediu
decomandat,75527,3.0,72.0,83.0,2.0,mediu
decomandat,105000,4.0,107.0,123.0,2.0,mediu
decomandat,83950,2.0,54.0,67.0,1.0,mediu
semidecomandat,109300,3.0,67.0,89.0,2.0,mediu
,78000,1.0,40.0,43.0,1.0,mediu
semidecomandat,89900,3.0,74.0,95.0,2.0,mediu
decomandat,549000,5.0,180.0,200.0,2.0,mare
decomandat,39500,1.0,31.0,31.0,1.0,mic
decomandat,96000,3.0,76.0,88.0,1.0,mediu
decomandat,75000,2.0,52.0,55.0,1.0,mediu
decomandat,53000,2.0,53.0,57.0,1.0,mic
decomandat,61300,3.0,77.0,87.0,2.0,mic
decomandat,112500,3.0,69.0,75.0,2.0,mediu
decomandat,187725,2.0,63.0,75.0,1.0,mare
decomandat,51500,2.0,46.0,48.0,1.0,mic
decomandat,81000,3.0,67.0,80.0,2.0,mediu
semidecomandat,44900,2.0,42.0,54.0,1.0,mic
decomandat,44500,2.0,50.0,55.0,1.0,mic
decomandat,68500,2.0,57.0,57.0,1.0,mediu
semidecomandat,360000,4.0,140.0,,2.0,mare
semidecomandat,122900,3.0,70.0,80.0,2.0,mediu
semidecomandat,132500,3.0,105.0,105.0,1.0,mediu
semidecomandat,32500,1.0,29.0,33.0,1.0,mic
semidecomandat,115000,3.0,72.0,85.0,2.0,mediu
decomandat,169999,3.0,74.0,82.0,2.0,mare
decomandat,178000,3.0,90.0,,2.0,mare
semidecomandat,63300,3.0,63.0,69.0,1.0,mic
semidecomandat,73000,2.0,47.0,47.0,1.0,mediu
decomandat,90000,3.0,61.0,65.0,2.0,mediu
semidecomandat,125900,3.0,88.0,106.0,2.0,mediu
decomandat,39100,1.0,40.0,50.0,1.0,mic
semidecomandat,79900,3.0,60.0,60.0,1.0,mediu
decomandat,350000,4.0,132.0,154.0,3.0,mare
decomandat,159035,3.0,72.0,98.0,1.0,mare
semidecomandat,70400,2.0,46.0,50.0,1.0,mediu
semidecomandat,94000,4.0,77.0,82.0,2.0,mediu
semidecomandat,77000,2.0,48.0,68.0,1.0,mediu
decomandat,62000,3.0,60.0,64.0,1.0,mic
,325000,4.0,156.0,185.0,3.0,mare
decomandat,329000,4.0,172.0,,2.0,mare
decomandat,89000,3.0,70.0,80.0,2.0,mediu
decomandat,60000,2.0,50.0,63.0,1.0,mic
semidecomandat,92500,3.0,67.0,67.0,1.0,mediu
decomandat,69500,4.0,80.0,90.0,2.0,mediu
semidecomandat,125000,2.0,52.0,59.0,1.0,mediu
decomandat,99500,3.0,85.0,95.0,1.0,mediu
decomandat,176990,3.0,106.0,,2.0,mare
decomandat,53500,2.0,52.0,57.0,1.0,mic
semidecomandat,269000,4.0,157.0,160.0,2.0,mare
semidecomandat,82000,2.0,56.0,57.0,1.0,mediu
semidecomandat,59900,2.0,59.0,69.0,1.0,mic
decomandat,37000,1.0,32.0,32.0,1.0,mic
decomandat,209000,4.0,119.0,138.0,3.0,mare
decomandat,140001,2.0,45.0,59.0,1.0,mediu
semidecomandat,37000,1.0,29.0,,1.0,mic
decomandat,95000,3.0,82.0,,1.0,mediu
decomandat,58074,2.0,61.0,66.0,1.0,mic
decomandat,395000,3.0,137.0,155.0,3.0,mare
decomandat,51500,1.0,37.0,38.0,1.0,mic
decomandat,61030,2.0,61.0,66.0,1.0,mic
decomandat,95000,3.0,102.0,112.0,2.0,mediu
decomandat,97000,3.0,75.0,88.0,2.0,mediu
semidecomandat,63000,2.0,52.0,52.0,1.0,mic
decomandat,215000,3.0,112.0,135.0,2.0,mare
semidecomandat,549980,4.0,180.0,220.0,2.0,mare
decomandat,285000,4.0,128.0,,3.0,mare
semidecomandat,200000,3.0,95.0,95.0,2.0,mare
decomandat,73000,3.0,62.0,80.0,1.0,mediu
semidecomandat,33500,2.0,36.0,42.0,1.0,mic
semidecomandat,75000,4.0,,,2.0,mediu
decomandat,46500,1.0,42.0,50.0,1.0,mic
decomandat,700000,4.0,170.0,210.0,2.0,mare
decomandat,36600,1.0,48.0,57.0,1.0,mic
semidecomandat,102000,3.0,58.0,,1.0,mediu
decomandat,73900,3.0,68.0,79.0,2.0,mediu
decomandat,127000,3.0,82.0,90.0,2.0,mediu
decomandat,280000,3.0,260.0,300.0,2.0,mare
decomandat,141800,3.0,78.0,106.0,1.0,mediu
semidecomandat,97000,1.0,54.0,,1.0,mediu
decomandat,97900,2.0,47.0,65.0,1.0,mediu
decomandat,320000,4.0,263.0,302.0,4.0,mare
decomandat,450000,5.0,159.0,271.0,2.0,mare
semidecomandat,44500,1.0,32.0,40.0,1.0,mic
decomandat,45000,2.0,52.0,64.0,1.0,mic
