partitioning,price,rooms_count,useful_surface,built_surface,bathrooms_count,price_range
decomandat,168500,3.0,86.0,106.0,2.0,mare
circular,295000,4.0,212.0,330.0,2.0,mare
decomandat,88000,3.0,82.0,96.0,1.0,mediu
decomandat,46179,1.0,43.0,51.0,1.0,mic
decomandat,55500,2.0,47.0,60.0,1.0,mic
decomandat,112500,2.0,55.0,67.0,2.0,mediu
semidecomandat,69000,2.0,53.0,,1.0,mediu
decomandat,199900,4.0,158.0,178.0,3.0,mare
decomandat,72160,3.0,52.0,82.0,1.0,mediu
decomandat,73000,2.0,54.0,60.0,1.0,mediu
semidecomandat,60000,2.0,60.0,65.0,1.0,mic
decomandat,339000,5.0,154.0,,3.0,mare
decomandat,59500,2.0,50.0,58.0,1.0,mic
decomandat,70000,2.0,48.0,58.0,1.0,mediu
decomandat,93000,4.0,80.0,90.0,2.0,mediu
semidecomandat,71000,3.0,65.0,69.0,2.0,mediu
decomandat,74500,2.0,67.0,79.0,1.0,mediu
decomandat,95000,4.0,90.0,92.0,2.0,mediu
decomandat,285000,3.0,88.0,110.0,2.0,mare
decomandat,54500,2.0,59.0,72.0,1.0,mic
decomandat,159000,3.0,100.0,,2.0,mare
semidecomandat,33500,2.0,40.0,,1.0,mic
semidecomandat,185000,4.0,90.0,100.0,2.0,mare
,135000,3.0,70.0,75.0,2.0,mediu
decomandat,62600,2.0,55.0,69.0,1.0,mic
decomandat,690000,4.0,176.0,261.0,3.0,mare
decomandat,121685,3.0,75.0,104.0,2.0,mediu
decomandat,65000,1.0,40.0,43.0,1.0,mic
decomandat,169000,3.0,83.0,83.0,2.0,mare
semidecomandat,54233,2.0,50.0,55.0,1.0,mic
semidecomandat,141900,3.0,79.0,94.0,2.0,mediu
decomandat,73000,2.0,53.0,55.0,1.0,mediu
decomandat,525000,4.0,160.0,200.0,3.0,mare
decomandat,79500,3.0,69.0,69.0,1.0,mediu
semidecomandat,44900,2.0,48.0,50.0,1.0,mic
decomandat,85000,1.0,36.0,,1.0,mediu
decomandat,108000,2.0,54.0,56.0,1.0,mediu
semidecomandat,160000,2.0,53.0,70.0,1.0,mare
decomandat,48500,1.0,32.0,35.0,1.0,mic
decomandat,52900,2.0,48.0,54.0,1.0,mic
decomandat,65000,2.0,62.0,70.0,1.0,mic
decomandat,57999,3.0,67.0,72.0,1.0,mic
decomandat,221000,4.0,136.0,,2.0,mare
decomandat,69500,2.0,57.0,68.0,1.0,mediu
decomandat,150000,3.0,74.0,75.0,1.0,mare
decomandat,83000,2.0,78.0,107.0,1.0,mediu
decomandat,47500,1.0,41.0,51.0,1.0,mic
semidecomandat,110000,3.0,82.0,102.0,2.0,mediu
decomandat,69500,3.0,63.0,66.0,2.0,mediu
decomandat,660000,3.0,193.0,196.0,2.0,mare
semidecomandat,78000,3.0,60.0,80.0,1.0,mediu
decomandat,48999,2.0,43.0,48.0,1.0,mic
semidecomandat,85000,3.0,67.0,70.0,1.0,mediu
decomandat,120000,4.0,95.0,110.0,1.0,mediu
semidecomandat,95000,2.0,65.0,70.0,1.0,mediu
decomandat,60999,2.0,61.0,66.0,1.0,mic
decomandat,647020,5.0,175.0,250.0,4.0,mare
decomandat,127900,3.0,89.0,,2.0,mediu
decomandat,27500,1.0,30.0,34.0,1.0,mic
decomandat,148000,3.0,95.0,98.0,1.0,mare
semidecomandat,69000,2.0,57.0,65.0,1.0,mediu
decomandat,420000,4.0,130.0,200.0,2.0,mare
decomandat,120000,2.0,68.0,,1.0,mediu
decomandat,84000,3.0,68.0,77.0,2.0,mediu
decomandat,175000,4.0,184.0,,2.0,mare
decomandat,93333,3.0,85.0,100.0,2.0,mediu
semidecomandat,95000,4.0,,,2.0,mediu
decomandat,85000,2.0,57.0,65.0,1.0,mediu
decomandat,67500,3.0,77.0,89.0,2.0,mediu
semidecomandat,64000,3.0,73.0,89.0,2.0,mic
decomandat,80000,2.0,46.0,58.0,1.0,mediu
decomandat,200000,4.0,120.0,180.0,2.0,mare
decomandat,59600,2.0,51.0,65.0,1.0,mic
decomandat,52500,1.0,40.0,40.0,1.0,mic
decomandat,90300,2.0,58.0,69.0,1.0,mediu
semidecomandat,41500,1.0,25.0,28.0,1.0,mic
semidecomandat,69000,3.0,55.0,,1.0,mediu
semidecomandat,50500,1.0,31.0,35.0,1.0,mic
decomandat,66000,2.0,55.0,55.0,1.0,mediu
decomandat,58200,2.0,54.0,66.0,1.0,mic
semidecomandat,85000,3.0,67.0,,1.0,mediu
decomandat,87000,3.0,70.0,74.0,2.0,mediu
semidecomandat,82500,2.0,55.0,55.0,1.0,mediu
semidecomandat,119393,3.0,84.0,84.0,2.0,mediu
decomandat,70040,1.0,44.0,55.0,1.0,mediu
decomandat,42000,2.0,38.0,40.0,1.0,mic
decomandat,73500,2.0,55.0,,1.0,mediu
decomandat,550000,4.0,143.0,172.0,2.0,mare
decomandat,67500,2.0,66.0,77.0,1.0,mediu
decomandat,65900,3.0,66.0,85.0,2.0,mediu
decomandat,245900,4.0,132.0,150.0,2.0,mare
decomandat,159900,4.0,100.0,110.0,2.0,mare
decomandat,73000,3.0,70.0,77.0,2.0,mediu
decomandat,41000,1.0,46.0,57.0,1.0,mic
decomandat,68000,2.0,53.0,,1.0,mediu
decomandat,55000,1.0,35.0,38.0,1.0,mic
decomandat,148000,3.0,80.0,102.0,2.0,mare
decomandat,89000,2.0,78.0,85.0,1.0,mediu
decomandat,143000,3.0,120.0,130.0,2.0,mare
decomandat,154000,2.0,73.0,80.0,1.0,mare
decomandat,99500,3.0,89.0,94.0,2.0,mediu
decomandat,258000,3.0,80.0,100.0,2.0,mare
decomandat,330000,3.0,112.0,132.0,2.0,mare
decomandat,82600,2.0,80.0,,2.0,mediu
decomandat,97500,3.0,89.0,100.0,2.0,mediu
semidecomandat,52500,2.0,46.0,58.0,1.0,mic
decomandat,219000,3.0,154.0,182.0,2.0,mare
decomandat,73900,3.0,68.0,79.0,2.0,mediu
decomandat,250000,3.0,73.0,75.0,2.0,mare
decomandat,125000,3.0,72.0,90.0,2.0,mediu
semidecomandat,999999,4.0,138.0,172.0,3.0,mare
decomandat,344355,3.0,82.0,104.0,2.0,mare
nedecomandat,155900,3.0,,105.0,2.0,mare
semidecomandat,85000,2.0,58.0,63.0,1.0,mediu
decomandat,40538,1.0,35.0,38.0,1.0,mic
decomandat,425000,3.0,104.0,125.0,2.0,mare
decomandat,780000,4.0,188.0,240.0,3.0,mare
decomandat,67000,2.0,59.0,68.0,1.0,mediu
decomandat,157000,3.0,70.0,85.0,2.0,mare
semidecomandat,100000,2.0,37.0,39.0,1.0,mediu
decomandat,79000,2.0,50.0,50.0,1.0,mediu
decomandat,92437,3.0,56.0,120.0,1.0,mediu
decomandat,330000,4.0,115.0,130.0,2.0,mare
decomandat,71725,3.0,72.0,92.0,2.0,mediu
semidecomandat,119474,2.0,68.0,,1.0,mediu
semidecomandat,370000,5.0,147.0,174.0,3.0,mare
decomandat,65900,2.0,56.0,60.0,1.0,mediu
decomandat,36600,1.0,33.0,39.0,1.0,mic
decomandat,92900,2.0,51.0,55.0,1.0,mediu
decomandat,65000,3.0,62.0,70.0,2.0,mic
semidecomandat,250000,2.0,65.0,90.0,1.0,mare
semidecomandat,90000,3.0,60.0,60.0,1.0,mediu
decomandat,52500,1.0,37.0,41.0,1.0,mic
decomandat,208998,5.0,152.0,190.0,3.0,mare
decomandat,135000,3.0,92.0,,2.0,mediu
decomandat,67100,2.0,54.0,61.0,1.0,mediu
,135000,2.0,56.0,78.0,1.0,mediu
decomandat,63000,3.0,60.0,65.0,1.0,mic
decomandat,420000,4.0,152.0,190.0,3.0,mare
decomandat,65000,2.0,50.0,,1.0,mic
decomandat,79000,3.0,95.0,106.0,2.0,mediu
decomandat,159000,3.0,100.0,120.0,2.0,mare
decomandat,94000,3.0,80.0,106.0,2.0,mediu
semidecomandat,123000,3.0,75.0,104.0,2.0,mediu
decomandat,71900,2.0,60.0,66.0,1.0,mediu
semidecomandat,114999,2.0,74.0,74.0,1.0,mediu
semidecomandat,148500,3.0,65.0,75.0,2.0,mare
decomandat,89000,3.0,104.0,125.0,2.0,mediu
,59000,2.0,56.0,,1.0,mic
circular,63500,3.0,60.0,60.0,1.0,mic
decomandat,118857,3.0,83.0,89.0,2.0,mediu
semidecomandat,79000,2.0,55.0,59.0,1.0,mediu
decomandat,48300,1.0,40.0,48.0,1.0,mic
semidecomandat,85000,3.0,60.0,70.0,1.0,mediu
semidecomandat,118000,2.0,49.0,60.0,1.0,mediu
decomandat,459000,3.0,108.0,116.0,2.0,mare
semidecomandat,99900,4.0,97.0,97.0,2.0,mediu
decomandat,153500,4.0,104.0,115.0,2.0,mare
decomandat,111129,3.0,77.0,89.0,2.0,mediu
decomandat,173999,4.0,150.0,240.0,3.0,mare
decomandat,53000,2.0,56.0,56.0,1.0,mic
semidecomandat,76900,2.0,55.0,65.0,2.0,mediu
semidecomandat,65500,2.0,48.0,55.0,1.0,mediu
semidecomandat,55000,2.0,50.0,50.0,1.0,mic
decomandat,195000,3.0,100.0,118.0,2.0,mare
decomandat,350000,5.0,200.0,250.0,3.0,mare
circular,61900,1.0,33.0,35.0,1.0,mic
decomandat,139000,3.0,89.0,115.0,2.0,mediu
semidecomandat,63000,3.0,64.0,,1.0,mic
decomandat,75999,2.0,70.0,80.0,1.0,mediu
decomandat,69000,2.0,51.0,60.0,1.0,mediu
decomandat,91000,3.0,85.0,92.0,1.0,mediu
decomandat,154500,5.0,167.0,190.0,3.0,mare
decomandat,160000,3.0,,86.0,2.0,mare
semidecomandat,173950,3.0,75.0,105.0,2.0,mare
decomandat,85000,3.0,68.0,77.0,2.0,mediu
semidecomandat,89000,3.0,61.0,70.0,1.0,mediu
decomandat,156400,4.0,136.0,175.0,2.0,mare
semidecomandat,65000,2.0,53.0,63.0,1.0,mic
decomandat,105000,4.0,82.0,82.0,2.0,mediu
semidecomandat,53000,2.0,36.0,36.0,1.0,mic
decomandat,255000,4.0,110.0,165.0,2.0,mare
decomandat,69000,3.0,84.0,98.0,2.0,mediu
semidecomandat,102000,3.0,68.0,,2.0,mediu
,192000,2.0,68.0,68.0,1.0,mare
semidecomandat,159900,4.0,96.0,,2.0,mare
semidecomandat,53000,2.0,45.0,52.0,1.0,mic
semidecomandat,65000,2.0,50.0,64.0,1.0,mic
decomandat,155000,3.0,73.0,77.0,2.0,mare
semidecomandat,363495,3.0,86.0,110.0,2.0,mare
semidecomandat,55000,1.0,22.0,35.0,1.0,mic
decomandat,62000,2.0,60.0,66.0,1.0,mic
decomandat,292600,4.0,120.0,146.0,3.0,mare
decomandat,69000,2.0,48.0,52.0,1.0,mediu
semidecomandat,76500,2.0,66.0,77.0,1.0,mediu
decomandat,78750,3.0,82.0,91.0,2.0,mediu
decomandat,54000,2.0,43.0,45.0,1.0,mic
semidecomandat,72000,3.0,60.0,78.0,1.0,mediu
semidecomandat,55000,2.0,41.0,48.0,1.0,mic
decomandat,105000,3.0,73.0,75.0,2.0,mediu
semidecomandat,69000,2.0,70.0,80.0,1.0,mediu
decomandat,154000,3.0,87.0,,2.0,mare
decomandat,51500,1.0,42.0,50.0,1.0,mic
decomandat,91000,3.0,76.0,76.0,2.0,mediu
decomandat,75000,3.0,77.0,82.0,2.0,mediu
semidecomandat,365000,5.0,156.0,,3.0,mare
decomandat,750000,5.0,250.0,280.0,4.0,mare
decomandat,80800,1.0,38.0,48.0,1.0,mediu
decomandat,119000,2.0,50.0,61.0,2.0,mediu
decomandat,270000,3.0,100.0,115.0,2.0,mare
decomandat,52900,2.0,64.0,75.0,1.0,mic
semidecomandat,118900,2.0,65.0,75.0,1.0,mediu
decomandat,131300,3.0,106.0,149.0,2.0,mediu
decomandat,73000,2.0,53.0,56.0,1.0,mediu
decomandat,50500,2.0,46.0,51.0,1.0,mic
decomandat,68200,2.0,72.0,79.0,1.0,mediu
decomandat,70350,2.0,64.0,77.0,1.0,mediu
decomandat,102000,2.0,58.0,70.0,1.0,mediu
semidecomandat,83300,3.0,88.0,95.0,2.0,mediu
decomandat,70000,1.0,37.0,40.0,1.0,mediu
decomandat,249000,3.0,139.0,166.0,2.0,mare
semidecomandat,107000,4.0,82.0,100.0,2.0,mediu
decomandat,68000,2.0,56.0,73.0,1.0,mediu
decomandat,128000,2.0,55.0,74.0,1.0,mediu
decomandat,498800,4.0,182.0,190.0,3.0,mare
semidecomandat,167000,3.0,79.0,,2.0,mare
decomandat,110000,2.0,95.0,103.0,2.0,mediu
decomandat,140000,2.0,58.0,70.0,1.0,mediu
semidecomandat,50500,1.0,34.0,50.0,1.0,mic
semidecomandat,47500,3.0,44.0,50.0,1.0,mic
decomandat,295000,3.0,95.0,124.0,1.0,mare
decomandat,76000,2.0,65.0,69.0,1.0,mediu
decomandat,27500,1.0,30.0,34.0,1.0,mic
,80686,2.0,50.0,68.0,1.0,mediu
semidecomandat,72000,2.0,50.0,50.0,1.0,mediu
semidecomandat,83602,1.0,45.0,,1.0,mediu
decomandat,65900,3.0,63.0,73.0,2.0,mediu
decomandat,169000,3.0,77.0,125.0,2.0,mare
decomandat,127000,2.0,53.0,59.0,1.0,mediu
semidecomandat,47000,1.0,40.0,50.0,1.0,mic
decomandat,71000,2.0,,65.0,1.0,mediu
decomandat,61500,2.0,44.0,55.0,1.0,mic
decomandat,118000,4.0,87.0,90.0,2.0,mediu
semidecomandat,107000,4.0,83.0,90.0,2.0,mediu
decomandat,230000,4.0,93.0,129.0,2.0,mare
decomandat,110000,2.0,51.0,62.0,1.0,mediu
decomandat,70000,2.0,64.0,75.0,1.0,mediu
decomandat,76499,3.0,76.0,90.0,2.0,mediu
semidecomandat,55000,1.0,26.0,,1.0,mic
decomandat,52000,1.0,36.0,38.0,1.0,mic
semidecomandat,145000,3.0,74.0,92.0,2.0,mare
decomandat,229000,3.0,108.0,128.0,2.0,mare
decomandat,56500,2.0,51.0,56.0,1.0,mic
decomandat,99000,3.0,71.0,83.0,2.0,mediu
decomandat,130000,3.0,112.0,112.0,2.0,mediu
decomandat,57000,2.0,52.0,,1.0,mic
semidecomandat,37000,1.0,31.0,,1.0,mic
semidecomandat,210000,3.0,105.0,105.0,2.0,mare
decomandat,159650,3.0,130.0,185.0,3.0,mare
decomandat,81000,2.0,67.0,70.0,1.0,mediu
decomandat,42000,2.0,37.0,,1.0,mic
semidecomandat,129500,3.0,87.0,99.0,2.0,mediu
circular,125000,3.0,70.0,80.0,1.0,mediu
nedecomandat,328000,4.0,132.0,318.0,2.0,mare
semidecomandat,35500,1.0,30.0,30.0,1.0,mic
decomandat,43000,1.0,37.0,40.0,1.0,mic
decomandat,92781,2.0,63.0,78.0,1.0,mediu
decomandat,52000,1.0,38.0,50.0,1.0,mic
decomandat,52900,2.0,48.0,52.0,1.0,mic
decomandat,88900,3.0,88.0,123.0,2.0,mediu
decomandat,300000,4.0,172.0,180.0,3.0,mare
decomandat,90000,2.0,49.0,58.0,1.0,mediu
semidecomandat,70000,1.0,37.0,40.0,1.0,mediu
decomandat,40500,1.0,31.0,,1.0,mic
decomandat,67900,2.0,50.0,53.0,1.0,mediu
decomandat,210000,5.0,154.0,154.0,2.0,mare
semidecomandat,96500,2.0,66.0,80.0,1.0,mediu
decomandat,53000,2.0,58.0,75.0,1.0,mic
decomandat,61000,1.0,39.0,42.0,1.0,mic
decomandat,102000,3.0,96.0,100.0,1.0,mediu
semidecomandat,55000,2.0,51.0,58.0,1.0,mic
decomandat,160000,3.0,96.0,115.0,2.0,mare
decomandat,66900,2.0,41.0,63.0,1.0,mediu
semidecomandat,60830,1.0,43.0,48.0,1.0,mic
decomandat,91500,2.0,61.0,69.0,1.0,mediu
decomandat,40000,2.0,53.0,63.0,1.0,mic
decomandat,129000,2.0,45.0,55.0,1.0,mediu
semidecomandat,105000,2.0,48.0,49.0,1.0,mediu
decomandat,82000,2.0,52.0,52.0,1.0,mediu
semidecomandat,78000,2.0,46.0,50.0,1.0,mediu
decomandat,38550,1.0,36.0,48.0,1.0,mic
decomandat,65000,2.0,53.0,53.0,1.0,mic
semidecomandat,116000,3.0,100.0,114.0,2.0,mediu
decomandat,43000,1.0,34.0,40.0,1.0,mic
decomandat,500000,3.0,138.0,244.0,3.0,mare
decomandat,74000,2.0,58.0,68.0,1.0,mediu
semidecomandat,60500,2.0,45.0,50.0,1.0,mic
decomandat,195000,4.0,126.0,,2.0,mare
semidecomandat,45900,1.0,32.0,42.0,1.0,mic
decomandat,260000,4.0,153.0,,2.0,mare
semidecomandat,105000,2.0,59.0,64.0,1.0,mediu
semidecomandat,60830,1.0,43.0,48.0,1.0,mic
decomandat,59640,2.0,56.0,61.0,1.0,mic
decomandat,56900,2.0,50.0,55.0,1.0,mic
decomandat,110000,3.0,75.0,75.0,1.0,mediu
decomandat,90000,3.0,70.0,74.0,1.0,mediu
decomandat,79000,2.0,46.0,67.0,1.0,mediu
decomandat,85000,2.0,55.0,59.0,1.0,mediu
decomandat,54800,2.0,51.0,57.0,1.0,mic
decomandat,135000,4.0,85.0,,2.0,mediu
semidecomandat,43000,2.0,44.0,56.0,1.0,mic
semidecomandat,178992,3.0,94.0,115.0,2.0,mare
decomandat,65900,3.0,63.0,73.0,2.0,mediu
decomandat,290000,3.0,97.0,,2.0,mare
semidecomandat,52800,1.0,32.0,44.0,1.0,mic
decomandat,175000,4.0,184.0,200.0,3.0,mare
decomandat,44500,1.0,32.0,35.0,1.0,mic
semidecomandat,46000,1.0,25.0,30.0,1.0,mic
decomandat,66000,1.0,46.0,58.0,1.0,mediu
decomandat,42000,2.0,47.0,54.0,1.0,mic
decomandat,90000,2.0,49.0,57.0,1.0,mediu
decomandat,195000,3.0,112.0,112.0,2.0,mare
decomandat,330000,5.0,186.0,214.0,3.0,mare
decomandat,72000,3.0,78.0,95.0,2.0,mediu
decomandat,110000,3.0,88.0,88.0,2.0,mediu
decomandat,74900,2.0,54.0,65.0,1.0,mediu
decomandat,46000,2.0,52.0,53.0,1.0,mic
decomandat,49900,2.0,53.0,65.0,1.0,mic
semidecomandat,174900,3.0,75.0,100.0,2.0,mare
semidecomandat,125000,3.0,91.0,105.0,2.0,mediu
semidecomandat,75000,2.0,60.0,,1.0,mediu
decomandat,56000,2.0,53.0,63.0,1.0,mic
semidecomandat,177000,4.0,87.0,135.0,2.0,mare
semidecomandat,89000,3.0,80.0,,2.0,mediu
decomandat,69000,2.0,64.0,80.0,1.0,mediu
decomandat,43000,1.0,37.0,48.0,1.0,mic
decomandat,107300,3.0,103.0,110.0,2.0,mediu
decomandat,64000,2.0,44.0,53.0,1.0,mic
decomandat,75000,2.0,50.0,60.0,1.0,mediu
semidecomandat,96000,3.0,80.0,85.0,2.0,mediu
decomandat,248000,4.0,199.0,240.0,3.0,mare
semidecomandat,109500,2.0,43.0,61.0,1.0,mediu
decomandat,71500,2.0,52.0,74.0,1.0,mediu
semidecomandat,125000,4.0,90.0,95.0,2.0,mediu
decomandat,60000,2.0,52.0,55.0,1.0,mic
decomandat,69900,2.0,56.0,70.0,1.0,mediu
semidecomandat,46000,1.0,28.0,31.0,1.0,mic
decomandat,149000,3.0,90.0,110.0,2.0,mare
decomandat,90000,2.0,53.0,87.0,1.0,mediu
decomandat,69000,1.0,38.0,55.0,1.0,mediu
decomandat,280000,5.0,153.0,181.0,2.0,mare
decomandat,195000,3.0,105.0,144.0,2.0,mare
decomandat,49000,1.0,38.0,44.0,1.0,mic
circular,199000,3.0,83.0,110.0,2.0,mare
decomandat,220000,3.0,115.0,130.0,2.0,mare
decomandat,325000,3.0,100.0,125.0,2.0,mare
decomandat,179000,3.0,65.0,85.0,2.0,mare
decomandat,129900,2.0,72.0,80.0,1.0,mediu
decomandat,48000,2.0,38.0,42.0,1.0,mic
decomandat,48325,2.0,57.0,57.0,1.0,mic
semidecomandat,55000,2.0,54.0,56.0,1.0,mic
semidecomandat,55000,2.0,55.0,65.0,1.0,mic
semidecomandat,267000,4.0,150.0,175.0,2.0,mare
decomandat,100000,3.0,69.0,69.0,1.0,mediu
decomandat,149000,3.0,95.0,95.0,2.0,mare
decomandat,43800,1.0,40.0,46.0,1.0,mic
decomandat,195000,3.0,108.0,143.0,2.0,mare
decomandat,415000,4.0,150.0,225.0,3.0,mare
semidecomandat,74900,2.0,51.0,62.0,1.0,mediu
decomandat,140000,2.0,67.0,80.0,1.0,mediu
decomandat,248000,4.0,,133.0,2.0,mare
decomandat,124000,2.0,56.0,,1.0,mediu
decomandat,44000,1.0,41.0,49.0,1.0,mic
semidecomandat,118900,2.0,65.0,75.0,1.0,mediu
semidecomandat,48500,2.0,47.0,49.0,1.0,mic
decomandat,640000,4.0,133.0,283.0,4.0,mare
decomandat,57000,2.0,51.0,71.0,1.0,mic
semidecomandat,78000,4.0,86.0,95.0,2.0,mediu
decomandat,159000,3.0,103.0,103.0,2.0,mare
decomandat,58900,2.0,88.0,100.0,1.0,mic
decomandat,105000,1.0,44.0,51.0,1.0,mediu
decomandat,149900,3.0,96.0,177.0,2.0,mare
circular,189000,3.0,,94.0,2.0,mare
semidecomandat,70500,3.0,65.0,76.0,1.0,mediu
decomandat,100000,4.0,81.0,107.0,2.0,mediu
decomandat,88000,2.0,50.0,70.0,1.0,mediu
decomandat,81999,4.0,79.0,89.0,2.0,mediu
semidecomandat,87000,2.0,54.0,65.0,1.0,mediu
decomandat,43720,1.0,37.0,40.0,1.0,mic
semidecomandat,620000,4.0,174.0,208.0,4.0,mare
decomandat,247212,3.0,95.0,117.0,2.0,mare
decomandat,79900,2.0,62.0,62.0,1.0,mediu
decomandat,99750,3.0,109.0,130.0,2.0,mediu
,62000,2.0,47.0,56.0,1.0,mic
decomandat,66500,2.0,66.0,66.0,1.0,mediu
decomandat,93500,2.0,73.0,73.0,1.0,mediu
decomandat,47150,2.0,51.0,61.0,1.0,mic
decomandat,35000,1.0,33.0,35.0,1.0,mic
decomandat,85000,2.0,51.0,63.0,1.0,mediu
semidecomandat,59900,2.0,50.0,54.0,1.0,mic
decomandat,44000,1.0,29.0,35.0,1.0,mic
decomandat,54000,2.0,48.0,50.0,1.0,mic
decomandat,36900,1.0,38.0,45.0,1.0,mic
decomandat,350000,3.0,98.0,120.0,1.0,mare
decomandat,77000,3.0,71.0,75.0,1.0,mediu
semidecomandat,158000,4.0,123.0,130.0,2.0,mare
decomandat,165000,4.0,100.0,,2.0,mare
decomandat,98000,3.0,83.0,100.0,2.0,mediu
decomandat,85000,2.0,58.0,65.0,1.0,mediu
semidecomandat,119000,4.0,80.0,95.0,2.0,mediu
decomandat,73500,3.0,69.0,83.0,2.0,mediu
decomandat,253100,3.0,84.0,101.0,2.0,mare
semidecomandat,46000,2.0,46.0,55.0,1.0,mic
decomandat,59200,2.0,64.0,70.0,1.0,mic
decomandat,120000,3.0,80.0,80.0,2.0,mediu
semidecomandat,93000,3.0,64.0,79.0,1.0,mediu
semidecomandat,77990,2.0,49.0,,1.0,mediu
semidecomandat,77900,4.0,75.0,82.0,2.0,mediu
semidecomandat,78000,3.0,75.0,100.0,2.0,mediu
decomandat,73000,3.0,68.0,,1.0,mediu
decomandat,63500,3.0,68.0,75.0,1.0,mic
decomandat,265000,3.0,170.0,200.0,2.0,mare
decomandat,125000,3.0,75.0,78.0,2.0,mediu
decomandat,82900,2.0,63.0,72.0,1.0,mediu
decomandat,110000,3.0,63.0,71.0,2.0,mediu
semidecomandat,55650,2.0,46.0,52.0,1.0,mic
decomandat,450000,3.0,110.0,175.0,2.0,mare
semidecomandat,65000,2.0,55.0,62.0,1.0,mic
semidecomandat,68000,3.0,66.0,70.0,1.0,mediu
semidecomandat,49900,1.0,24.0,27.0,1.0,mic
decomandat,141514,3.0,65.0,,1.0,mediu
semidecomandat,109900,3.0,71.0,103.0,2.0,mediu
decomandat,59500,2.0,62.0,75.0,1.0,mic
decomandat,54700,2.0,55.0,65.0,1.0,mic
decomandat,55500,2.0,65.0,80.0,1.0,mic
decomandat,171000,3.0,90.0,100.0,1.0,mare
decomandat,54900,2.0,55.0,64.0,1.0,mic
semidecomandat,39900,2.0,39.0,50.0,1.0,mic
decomandat,94800,2.0,58.0,58.0,1.0,mediu
decomandat,38300,1.0,34.0,37.0,1.0,mic
circular,159000,5.0,173.0,195.0,1.0,mare
semidecomandat,72000,3.0,64.0,77.0,2.0,mediu
decomandat,157000,3.0,95.0,117.0,2.0,mare
decomandat,70000,2.0,54.0,60.0,1.0,mediu
decomandat,149000,3.0,111.0,111.0,2.0,mare
semidecomandat,84500,3.0,65.0,,2.0,mediu
decomandat,62500,1.0,32.0,37.0,1.0,mic
decomandat,79990,3.0,69.0,69.0,1.0,mediu
semidecomandat,149000,3.0,82.0,,1.0,mare
decomandat,112000,2.0,60.0,60.0,1.0,mediu
decomandat,83900,3.0,70.0,78.0,2.0,mediu
decomandat,55999,1.0,40.0,51.0,1.0,mic
semidecomandat,50000,2.0,67.0,79.0,1.0,mic
decomandat,475000,4.0,145.0,175.0,3.0,mare
decomandat,41990,1.0,36.0,50.0,1.0,mic
decomandat,88000,3.0,82.0,92.0,2.0,mediu
semidecomandat,85000,3.0,70.0,76.0,2.0,mediu
semidecomandat,115000,4.0,80.0,92.0,2.0,mediu
decomandat,52285,2.0,51.0,60.0,1.0,mic
semidecomandat,76500,3.0,69.0,,1.0,mediu
decomandat,50000,3.0,60.0,70.0,1.0,mic
decomandat,149000,2.0,62.0,70.0,1.0,mare
decomandat,108000,4.0,85.0,85.0,2.0,mediu
decomandat,57000,1.0,35.0,43.0,1.0,mic
semidecomandat,115000,2.0,50.0,53.0,10.0,mediu
semidecomandat,120000,2.0,90.0,105.0,2.0,mediu
semidecomandat,210000,4.0,113.0,117.0,2.0,mare
semidecomandat,128000,3.0,77.0,79.0,2.0,mediu
semidecomandat,71000,3.0,56.0,67.0,1.0,mediu
semidecomandat,137000,2.0,67.0,74.0,1.0,mediu
decomandat,70000,2.0,52.0,60.0,1.0,mediu
decomandat,48000,2.0,60.0,70.0,1.0,mic
decomandat,64000,1.0,36.0,36.0,1.0,mic
decomandat,899000,4.0,171.0,195.0,3.0,mare
decomandat,114330,2.0,67.0,78.0,1.0,mediu
decomandat,73000,2.0,49.0,55.0,1.0,mediu
semidecomandat,95000,3.0,66.0,66.0,2.0,mediu
decomandat,109500,3.0,90.0,108.0,2.0,mediu
decomandat,240000,3.0,96.0,126.0,2.0,mare
decomandat,49494,2.0,49.0,59.0,1.0,mic
decomandat,285000,3.0,97.0,,2.0,mare
decomandat,45000,2.0,45.0,56.0,1.0,mic
decomandat,86400,2.0,72.0,83.0,2.0,mediu
decomandat,223000,3.0,87.0,106.0,2.0,mare
semidecomandat,83500,3.0,68.0,68.0,2.0,mediu
semidecomandat,68000,1.0,45.0,45.0,1.0,mediu
decomandat,105400,2.0,43.0,58.0,1.0,mediu
semidecomandat,340000,4.0,184.0,198.0,2.0,mare
semidecomandat,174900,2.0,56.0,71.0,1.0,mare
decomandat,49000,1.0,50.0,61.0,1.0,mic
,73000,1.0,33.0,42.0,1.0,mediu
decomandat,276000,3.0,109.0,126.0,2.0,mare
decomandat,49900,2.0,52.0,64.0,1.0,mic
decomandat,600000,4.0,137.0,167.0,3.0,mare
semidecomandat,71000,2.0,53.0,71.0,1.0,mediu
decomandat,155000,3.0,74.0,90.0,2.0,mare
decomandat,691229,3.0,143.0,179.0,3.0,mare
decomandat,209920,4.0,116.0,,2.0,mare
decomandat,65238,2.0,65.0,65.0,1.0,mediu
semidecomandat,48500,1.0,31.0,35.0,1.0,mic
decomandat,219000,4.0,116.0,116.0,3.0,mare
decomandat,28500,1.0,32.0,38.0,1.0,mic
semidecomandat,154900,3.0,135.0,155.0,2.0,mare
decomandat,131000,2.0,55.0,72.0,1.0,mediu
decomandat,39700,1.0,37.0,40.0,1.0,mic
